Latitude (decimal degrees):	51.297
Longitude (decimal degrees):	5.105
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2307.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200110:0010,0.0,0.0,0.0,10.71,4.97,0.0
20200110:0110,0.0,0.0,0.0,10.09,4.41,0.0
20200110:0210,0.0,0.0,0.0,9.36,4.14,0.0
20200110:0310,0.0,0.0,0.0,8.61,3.59,0.0
20200110:0410,0.0,0.0,0.0,7.97,3.31,0.0
20200110:0510,0.0,0.0,0.0,7.84,2.97,0.0
20200110:0610,0.0,0.0,0.0,7.95,2.83,0.0
20200110:0710,0.0,0.0,0.0,7.65,2.76,0.0
20200110:0810,30360.12,28.38,2.82,7.75,2.9,0.0
20200110:0910,66879.93,48.38,9.15,7.82,3.17,0.0
20200110:1010,180338.19,106.76,13.77,8.08,3.45,0.0
20200110:1110,185367.45,109.52,16.31,8.29,3.52,0.0
20200110:1210,107183.22,70.0,16.54,8.56,3.66,0.0
20200110:1310,37834.8,32.16,14.44,8.66,3.86,0.0
20200110:1410,211690.32,122.35,10.19,8.48,3.93,0.0
20200110:1510,27430.23,26.03,4.17,8.09,3.59,0.0
20200110:1610,0.0,0.0,0.0,7.33,2.83,0.0
20200110:1710,0.0,0.0,0.0,6.55,2.34,0.0
20200110:1810,0.0,0.0,0.0,5.64,1.86,0.0
20200110:1910,0.0,0.0,0.0,5.37,1.79,0.0
20200110:2010,0.0,0.0,0.0,4.76,1.72,0.0
20200110:2110,0.0,0.0,0.0,4.24,1.59,0.0
20200110:2210,0.0,0.0,0.0,4.18,1.79,0.0
20200110:2310,0.0,0.0,0.0,4.14,2.07,0.0
20200111:0010,0.0,0.0,0.0,4.15,2.07,0.0
20200111:0110,0.0,0.0,0.0,3.82,2.28,0.0
20200111:0210,0.0,0.0,0.0,3.82,2.21,0.0
20200111:0310,0.0,0.0,0.0,3.7,2.28,0.0
20200111:0410,0.0,0.0,0.0,3.45,2.34,0.0
20200111:0510,0.0,0.0,0.0,3.5,2.41,0.0
20200111:0610,0.0,0.0,0.0,3.55,2.62,0.0
20200111:0710,0.0,0.0,0.0,2.87,2.9,0.0
20200111:0810,1914.81,7.57,2.91,2.72,3.24,0.0
20200111:0910,123862.83,76.85,9.25,3.4,3.66,0.0
20200111:1010,262698.09,144.96,13.89,4.46,4.07,0.0
20200111:1110,548812.23,284.0,16.46,5.43,3.86,0.0
20200111:1210,626350.5,322.74,16.7,6.33,4.41,0.0
20200111:1310,418051.47,221.42,14.61,6.82,4.55,0.0
20200111:1410,192588.36,112.15,10.37,7.02,4.62,0.0
20200111:1510,75992.58,53.88,4.35,6.76,4.48,0.0
20200111:1610,0.0,0.0,0.0,6.26,4.41,0.0
20200111:1710,0.0,0.0,0.0,5.89,4.48,0.0
20200111:1810,0.0,0.0,0.0,5.69,4.62,0.0
20200111:1910,0.0,0.0,0.0,5.23,4.83,0.0
20200111:2010,0.0,0.0,0.0,5.04,4.83,0.0
20200111:2110,0.0,0.0,0.0,4.78,4.83,0.0
20200111:2210,0.0,0.0,0.0,4.62,4.83,0.0
20200111:2310,0.0,0.0,0.0,4.49,4.83,0.0
20200112:0010,0.0,0.0,0.0,4.28,4.76,0.0
20200112:0110,0.0,0.0,0.0,3.96,4.69,0.0
20200112:0210,0.0,0.0,0.0,3.68,4.62,0.0
20200112:0310,0.0,0.0,0.0,3.54,4.62,0.0
20200112:0410,0.0,0.0,0.0,3.48,4.69,0.0
20200112:0510,0.0,0.0,0.0,3.52,4.76,0.0
20200112:0610,0.0,0.0,0.0,3.53,4.83,0.0
20200112:0710,0.0,0.0,0.0,3.96,5.1,0.0
20200112:0810,60789.45,45.83,3.0,4.23,5.31,0.0
20200112:0910,369627.54,196.76,9.36,4.76,5.59,0.0
20200112:1010,33566.85,29.33,14.02,5.85,4.76,0.0
20200112:1110,63627.06,46.35,16.61,6.48,5.45,0.0
20200112:1210,65218.89,47.3,16.87,7.0,6.28,0.0
20200112:1310,42979.41,35.0,14.78,7.53,5.66,0.0
20200112:1410,235129.44,133.57,10.55,8.23,5.31,0.0
20200112:1510,39288.21,33.34,4.53,8.96,5.79,0.0
20200112:1610,0.0,0.0,0.0,8.87,5.24,0.0
20200112:1710,0.0,0.0,0.0,8.69,4.9,0.0
20200112:1810,0.0,0.0,0.0,8.36,4.62,0.0
20200112:1910,0.0,0.0,0.0,7.91,4.14,0.0
20200112:2010,0.0,0.0,0.0,7.49,3.86,0.0
20200112:2110,0.0,0.0,0.0,7.04,3.66,0.0
20200112:2210,0.0,0.0,0.0,6.69,3.45,0.0
20200112:2310,0.0,0.0,0.0,6.27,3.38,0.0
20200113:0010,0.0,0.0,0.0,6.16,3.38,0.0
20200113:0110,0.0,0.0,0.0,6.12,3.38,0.0
20200113:0210,0.0,0.0,0.0,5.95,3.24,0.0
20200113:0310,0.0,0.0,0.0,5.92,3.17,0.0
20200113:0410,0.0,0.0,0.0,5.82,3.17,0.0
20200113:0510,0.0,0.0,0.0,5.69,3.17,0.0
20200113:0610,0.0,0.0,0.0,5.65,3.1,0.0
20200113:0710,0.0,0.0,0.0,5.89,3.03,0.0
20200113:0810,60489.54,45.95,3.1,5.88,2.9,0.0
20200113:0910,514507.14,271.06,9.48,6.29,2.9,0.0
20200113:1010,480455.82,252.38,14.16,7.25,4.34,0.0
20200113:1110,263966.94,147.7,16.76,7.78,4.55,0.0
20200113:1210,449657.37,238.56,17.04,8.26,4.21,0.0
20200113:1310,497250.78,261.9,14.96,8.34,4.21,0.0
20200113:1410,693184.29,361.49,10.74,8.16,4.07,0.0
20200113:1510,12457.8,16.08,4.72,7.92,3.93,0.0
20200113:1610,0.0,0.0,0.0,7.85,4.62,0.0
20200113:1710,0.0,0.0,0.0,8.11,5.17,0.0
20200113:1810,0.0,0.0,0.0,8.4,5.31,0.0
20200113:1910,0.0,0.0,0.0,8.7,5.86,0.0
20200113:2010,0.0,0.0,0.0,9.26,6.21,0.0
20200113:2110,0.0,0.0,0.0,9.8,6.48,0.0
20200113:2210,0.0,0.0,0.0,10.19,6.76,0.0
20200113:2310,0.0,0.0,0.0,10.25,7.1,0.0
20200114:0010,0.0,0.0,0.0,10.12,7.24,0.0
20200114:0110,0.0,0.0,0.0,9.86,7.17,0.0
20200114:0210,0.0,0.0,0.0,9.84,7.17,0.0
20200114:0310,0.0,0.0,0.0,9.83,7.38,0.0
20200114:0410,0.0,0.0,0.0,9.48,7.66,0.0
20200114:0510,0.0,0.0,0.0,9.22,7.72,0.0
20200114:0610,0.0,0.0,0.0,9.31,7.66,0.0
20200114:0710,0.0,0.0,0.0,9.69,7.24,0.0
20200114:0810,2768.4,8.51,3.21,9.75,7.1,0.0
20200114:0910,55737.12,42.57,9.61,9.95,6.9,0.0
20200114:1010,72762.78,52.03,14.31,10.37,6.69,0.0
20200114:1110,50500.23,39.73,16.93,10.71,6.76,0.0
20200114:1210,144695.04,89.88,17.22,10.96,7.17,0.0
20200114:1310,47178.15,37.84,15.15,10.82,7.38,0.0
20200114:1410,143403.12,88.9,10.93,10.83,7.59,0.0
20200114:1510,9643.26,14.19,4.91,10.66,7.38,0.0
20200114:1610,0.0,0.0,0.0,10.64,8.07,0.0
20200114:1710,0.0,0.0,0.0,11.0,8.28,0.0
20200114:1810,0.0,0.0,0.0,11.22,8.28,0.0
20200114:1910,0.0,0.0,0.0,11.29,7.93,0.0
20200114:2010,0.0,0.0,0.0,11.09,7.79,0.0
20200114:2110,0.0,0.0,0.0,10.92,7.72,0.0
20200114:2210,0.0,0.0,0.0,10.99,7.72,0.0
20200114:2310,0.0,0.0,0.0,10.86,7.38,0.0
20200115:0010,0.0,0.0,0.0,10.83,7.17,0.0
20200115:0110,0.0,0.0,0.0,10.54,7.24,0.0
20200115:0210,0.0,0.0,0.0,10.17,7.1,0.0
20200115:0310,0.0,0.0,0.0,10.03,6.76,0.0
20200115:0410,0.0,0.0,0.0,10.1,6.48,0.0
20200115:0510,0.0,0.0,0.0,10.1,6.34,0.0
20200115:0610,0.0,0.0,0.0,9.99,6.28,0.0
20200115:0710,0.0,0.0,0.0,10.23,6.55,0.0
20200115:0810,2745.33,8.51,3.32,10.03,6.55,0.0
20200115:0910,230907.63,132.61,9.74,10.3,6.76,0.0
20200115:1010,381508.59,206.36,14.46,10.81,6.97,0.0
20200115:1110,710186.88,369.5,17.1,11.34,7.03,0.0
20200115:1210,208506.66,122.39,17.4,11.74,6.48,0.0
20200115:1310,56798.34,43.52,15.35,11.98,5.66,0.0
20200115:1410,61919.88,46.35,11.13,11.94,7.31,0.0
20200115:1510,7128.63,12.3,5.11,11.59,7.03,0.0
20200115:1610,0.0,0.0,0.0,11.14,6.76,0.0
20200115:1710,0.0,0.0,0.0,10.47,5.52,0.0
20200115:1810,0.0,0.0,0.0,9.7,4.07,0.0
20200115:1910,0.0,0.0,0.0,8.91,3.72,0.0
20200115:2010,0.0,0.0,0.0,8.03,3.31,0.0
20200115:2110,0.0,0.0,0.0,7.17,3.31,0.0
20200115:2210,0.0,0.0,0.0,6.51,3.31,0.0
20200115:2310,0.0,0.0,0.0,6.01,3.17,0.0
20200116:0010,0.0,0.0,0.0,5.53,2.83,0.0
20200116:0110,0.0,0.0,0.0,5.01,2.62,0.0
20200116:0210,0.0,0.0,0.0,4.52,2.48,0.0
20200116:0310,0.0,0.0,0.0,4.11,2.48,0.0
20200116:0410,0.0,0.0,0.0,3.85,2.48,0.0
20200116:0510,0.0,0.0,0.0,3.69,2.48,0.0
20200116:0610,0.0,0.0,0.0,3.6,2.48,0.0
20200116:0710,0.0,0.0,0.0,3.01,2.41,0.0
20200116:0810,84828.39,58.86,3.44,3.15,2.55,0.0
20200116:0910,682918.14,353.58,9.88,4.43,2.76,0.0
20200116:1010,1015564.47,529.2,14.62,6.6,2.76,0.0
20200116:1110,1231476.6,644.95,17.27,8.51,4.41,0.0
20200116:1210,1190550.42,625.25,17.6,9.3,4.28,0.0
20200116:1310,1113658.11,584.56,15.55,9.65,4.21,0.0
20200116:1410,860672.49,452.66,11.33,9.97,3.86,0.0
20200116:1510,191573.28,115.44,5.31,9.93,3.59,0.0
20200116:1610,0.0,0.0,0.0,9.29,3.66,0.0
20200116:1710,0.0,0.0,0.0,8.86,3.86,0.0
20200116:1810,0.0,0.0,0.0,8.8,4.14,0.0
20200116:1910,0.0,0.0,0.0,8.81,4.21,0.0
20200116:2010,0.0,0.0,0.0,8.94,4.41,0.0
20200116:2110,0.0,0.0,0.0,9.09,4.55,0.0
20200116:2210,0.0,0.0,0.0,9.18,4.76,0.0
20200116:2310,0.0,0.0,0.0,9.14,4.83,0.0
20200117:0010,0.0,0.0,0.0,8.95,4.76,0.0
20200117:0110,0.0,0.0,0.0,8.69,4.62,0.0
20200117:0210,0.0,0.0,0.0,8.41,4.34,0.0
20200117:0310,0.0,0.0,0.0,8.19,4.14,0.0
20200117:0410,0.0,0.0,0.0,7.97,3.86,0.0
20200117:0510,0.0,0.0,0.0,7.77,3.79,0.0
20200117:0610,0.0,0.0,0.0,7.96,3.86,0.0
20200117:0710,0.0,0.0,0.0,8.94,4.48,0.0
20200117:0810,18617.49,20.66,3.57,9.45,4.48,0.0
20200117:0910,135905.37,84.94,10.02,9.67,4.28,0.0
20200117:1010,93894.9,63.38,14.78,10.08,4.34,0.0
20200117:1110,95486.73,64.33,17.46,10.45,4.07,0.0
20200117:1210,129953.31,82.3,17.79,10.3,4.55,0.0
20200117:1310,230238.6,132.41,15.75,10.17,5.03,0.0
20200117:1410,276240.18,154.93,11.54,10.01,4.76,0.0
20200117:1510,69556.05,50.58,5.52,9.64,4.21,0.0
20200117:1610,0.0,0.0,0.0,8.91,4.34,0.0
20200117:1710,0.0,0.0,0.0,8.12,4.9,0.0
20200117:1810,0.0,0.0,0.0,7.46,5.24,0.0
20200117:1910,0.0,0.0,0.0,6.68,4.97,0.0
20200117:2010,0.0,0.0,0.0,6.06,4.55,0.0
20200117:2110,0.0,0.0,0.0,5.64,4.14,0.0
20200117:2210,0.0,0.0,0.0,5.27,3.86,0.0
20200117:2310,0.0,0.0,0.0,4.79,3.79,0.0
20200118:0010,0.0,0.0,0.0,4.72,3.79,0.0
20200118:0110,0.0,0.0,0.0,4.77,3.72,0.0
20200118:0210,0.0,0.0,0.0,4.65,3.72,0.0
20200118:0310,0.0,0.0,0.0,4.51,3.79,0.0
20200118:0410,0.0,0.0,0.0,4.56,3.72,0.0
20200118:0510,0.0,0.0,0.0,4.47,3.59,0.0
20200118:0610,0.0,0.0,0.0,4.31,3.45,0.0
20200118:0710,0.0,0.0,0.0,4.12,3.45,0.0
20200118:0810,35274.03,30.69,3.7,4.02,3.45,0.0
20200118:0910,599520.09,310.2,10.17,4.32,3.45,0.0
20200118:1010,841432.11,431.16,14.95,5.02,3.38,0.0
20200118:1110,1170456.45,603.14,17.65,5.61,4.21,0.0
20200118:1210,53360.91,40.68,18.0,6.12,4.0,0.0
20200118:1310,680980.26,351.13,15.97,6.39,3.72,0.0
20200118:1410,571766.88,297.92,11.76,6.41,3.59,0.0
20200118:1510,220226.22,127.75,5.73,5.87,3.17,0.0
20200118:1610,0.0,0.0,0.0,5.26,2.83,0.0
20200118:1710,0.0,0.0,0.0,4.65,2.62,0.0
20200118:1810,0.0,0.0,0.0,3.99,2.34,0.0
20200118:1910,0.0,0.0,0.0,3.19,2.41,0.0
20200118:2010,0.0,0.0,0.0,2.59,2.34,0.0
20200118:2110,0.0,0.0,0.0,2.11,2.21,0.0
20200118:2210,0.0,0.0,0.0,1.92,2.14,0.0
20200118:2310,0.0,0.0,0.0,1.43,2.21,0.0
20200119:0010,0.0,0.0,0.0,1.5,2.21,0.0
20200119:0110,0.0,0.0,0.0,1.33,2.21,0.0
20200119:0210,0.0,0.0,0.0,1.59,2.34,0.0
20200119:0310,0.0,0.0,0.0,1.89,2.41,0.0
20200119:0410,0.0,0.0,0.0,1.98,2.41,0.0
