Latitude (decimal degrees):	51.297
Longitude (decimal degrees):	5.105
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (CIS) (kWp):	2307.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200110:0010,0.0,0.0,0.0,10.71,4.97,0.0
20200110:0110,0.0,0.0,0.0,10.09,4.41,0.0
20200110:0210,0.0,0.0,0.0,9.36,4.14,0.0
20200110:0310,0.0,0.0,0.0,8.61,3.59,0.0
20200110:0410,0.0,0.0,0.0,7.97,3.31,0.0
20200110:0510,0.0,0.0,0.0,7.84,2.97,0.0
20200110:0610,0.0,0.0,0.0,7.95,2.83,0.0
20200110:0710,0.0,0.0,0.0,7.65,2.76,0.0
20200110:0810,47339.64,31.38,2.82,7.75,2.9,0.0
20200110:0910,76592.4,47.49,9.15,7.82,3.17,0.0
20200110:1010,187351.47,106.78,13.77,8.08,3.45,0.0
20200110:1110,188712.6,107.88,16.31,8.29,3.52,0.0
20200110:1210,112189.41,67.55,16.54,8.56,3.66,0.0
20200110:1310,46393.77,31.04,14.44,8.66,3.86,0.0
20200110:1410,230607.72,129.11,10.19,8.48,3.93,0.0
20200110:1510,39195.93,26.6,4.17,8.09,3.59,0.0
20200110:1610,0.0,0.0,0.0,7.33,2.83,0.0
20200110:1710,0.0,0.0,0.0,6.55,2.34,0.0
20200110:1810,0.0,0.0,0.0,5.64,1.86,0.0
20200110:1910,0.0,0.0,0.0,5.37,1.79,0.0
20200110:2010,0.0,0.0,0.0,4.76,1.72,0.0
20200110:2110,0.0,0.0,0.0,4.24,1.59,0.0
20200110:2210,0.0,0.0,0.0,4.18,1.79,0.0
20200110:2310,0.0,0.0,0.0,4.14,2.07,0.0
20200111:0010,0.0,0.0,0.0,4.15,2.07,0.0
20200111:0110,0.0,0.0,0.0,3.82,2.28,0.0
20200111:0210,0.0,0.0,0.0,3.82,2.21,0.0
20200111:0310,0.0,0.0,0.0,3.7,2.28,0.0
20200111:0410,0.0,0.0,0.0,3.45,2.34,0.0
20200111:0510,0.0,0.0,0.0,3.5,2.41,0.0
20200111:0610,0.0,0.0,0.0,3.55,2.62,0.0
20200111:0710,0.0,0.0,0.0,2.87,2.9,0.0
20200111:0810,10266.15,7.3,2.91,2.72,3.24,0.0
20200111:0910,140496.3,78.3,9.25,3.4,3.66,0.0
20200111:1010,275986.41,148.8,13.89,4.46,4.07,0.0
20200111:1110,579057.0,303.6,16.46,5.43,3.86,0.0
20200111:1210,664877.4,348.01,16.7,6.33,4.41,0.0
20200111:1310,441421.38,234.92,14.61,6.82,4.55,0.0
20200111:1410,209406.39,116.76,10.37,7.02,4.62,0.0
20200111:1510,99408.63,59.29,4.35,6.76,4.48,0.0
20200111:1610,0.0,0.0,0.0,6.26,4.41,0.0
20200111:1710,0.0,0.0,0.0,5.89,4.48,0.0
20200111:1810,0.0,0.0,0.0,5.69,4.62,0.0
20200111:1910,0.0,0.0,0.0,5.23,4.83,0.0
20200111:2010,0.0,0.0,0.0,5.04,4.83,0.0
20200111:2110,0.0,0.0,0.0,4.78,4.83,0.0
20200111:2210,0.0,0.0,0.0,4.62,4.83,0.0
20200111:2310,0.0,0.0,0.0,4.49,4.83,0.0
20200112:0010,0.0,0.0,0.0,4.28,4.76,0.0
20200112:0110,0.0,0.0,0.0,3.96,4.69,0.0
20200112:0210,0.0,0.0,0.0,3.68,4.62,0.0
20200112:0310,0.0,0.0,0.0,3.54,4.62,0.0
20200112:0410,0.0,0.0,0.0,3.48,4.69,0.0
20200112:0510,0.0,0.0,0.0,3.52,4.76,0.0
20200112:0610,0.0,0.0,0.0,3.53,4.83,0.0
20200112:0710,0.0,0.0,0.0,3.96,5.1,0.0
20200112:0810,88035.12,51.85,3.0,4.23,5.31,0.0
20200112:0910,412214.76,217.42,9.36,4.76,5.59,0.0
20200112:1010,44225.19,28.3,14.02,5.85,4.76,0.0
20200112:1110,73178.04,44.73,16.61,6.48,5.45,0.0
20200112:1210,74331.54,45.64,16.87,7.0,6.28,0.0
20200112:1310,52391.97,33.77,14.78,7.53,5.66,0.0
20200112:1410,255038.85,141.16,10.55,8.23,5.31,0.0
20200112:1510,52991.79,34.93,4.53,8.96,5.79,0.0
20200112:1610,0.0,0.0,0.0,8.87,5.24,0.0
20200112:1710,0.0,0.0,0.0,8.69,4.9,0.0
20200112:1810,0.0,0.0,0.0,8.36,4.62,0.0
20200112:1910,0.0,0.0,0.0,7.91,4.14,0.0
20200112:2010,0.0,0.0,0.0,7.49,3.86,0.0
20200112:2110,0.0,0.0,0.0,7.04,3.66,0.0
20200112:2210,0.0,0.0,0.0,6.69,3.45,0.0
20200112:2310,0.0,0.0,0.0,6.27,3.38,0.0
20200113:0010,0.0,0.0,0.0,6.16,3.38,0.0
20200113:0110,0.0,0.0,0.0,6.12,3.38,0.0
20200113:0210,0.0,0.0,0.0,5.95,3.24,0.0
20200113:0310,0.0,0.0,0.0,5.92,3.17,0.0
20200113:0410,0.0,0.0,0.0,5.82,3.17,0.0
20200113:0510,0.0,0.0,0.0,5.69,3.17,0.0
20200113:0610,0.0,0.0,0.0,5.65,3.1,0.0
20200113:0710,0.0,0.0,0.0,5.89,3.03,0.0
20200113:0810,85566.63,51.74,3.1,5.88,2.9,0.0
20200113:0910,576726.93,305.01,9.48,6.29,2.9,0.0
20200113:1010,512984.52,271.8,14.16,7.25,4.34,0.0
20200113:1110,268880.85,148.59,16.76,7.78,4.55,0.0
20200113:1210,467582.76,250.39,17.04,8.26,4.21,0.0
20200113:1310,528487.56,281.23,14.96,8.34,4.21,0.0
20200113:1410,776144.01,408.97,10.74,8.16,4.07,0.0
20200113:1510,20809.14,15.52,4.72,7.92,3.93,0.0
20200113:1610,0.0,0.0,0.0,7.85,4.62,0.0
20200113:1710,0.0,0.0,0.0,8.11,5.17,0.0
20200113:1810,0.0,0.0,0.0,8.4,5.31,0.0
20200113:1910,0.0,0.0,0.0,8.7,5.86,0.0
20200113:2010,0.0,0.0,0.0,9.26,6.21,0.0
20200113:2110,0.0,0.0,0.0,9.8,6.48,0.0
20200113:2210,0.0,0.0,0.0,10.19,6.76,0.0
20200113:2310,0.0,0.0,0.0,10.25,7.1,0.0
20200114:0010,0.0,0.0,0.0,10.12,7.24,0.0
20200114:0110,0.0,0.0,0.0,9.86,7.17,0.0
20200114:0210,0.0,0.0,0.0,9.84,7.17,0.0
20200114:0310,0.0,0.0,0.0,9.83,7.38,0.0
20200114:0410,0.0,0.0,0.0,9.48,7.66,0.0
20200114:0510,0.0,0.0,0.0,9.22,7.72,0.0
20200114:0610,0.0,0.0,0.0,9.31,7.66,0.0
20200114:0710,0.0,0.0,0.0,9.69,7.24,0.0
20200114:0810,8628.18,8.22,3.21,9.75,7.1,0.0
20200114:0910,62888.82,41.08,9.61,9.95,6.9,0.0
20200114:1010,78691.77,50.2,14.31,10.37,6.69,0.0
20200114:1110,57259.74,38.34,16.93,10.71,6.76,0.0
20200114:1210,146125.38,87.23,17.22,10.96,7.17,0.0
20200114:1310,53983.8,36.51,15.15,10.82,7.38,0.0
20200114:1410,152654.19,90.09,10.93,10.83,7.59,0.0
20200114:1510,16264.35,13.69,4.91,10.66,7.38,0.0
20200114:1610,0.0,0.0,0.0,10.64,8.07,0.0
20200114:1710,0.0,0.0,0.0,11.0,8.28,0.0
20200114:1810,0.0,0.0,0.0,11.22,8.28,0.0
20200114:1910,0.0,0.0,0.0,11.29,7.93,0.0
20200114:2010,0.0,0.0,0.0,11.09,7.79,0.0
20200114:2110,0.0,0.0,0.0,10.92,7.72,0.0
20200114:2210,0.0,0.0,0.0,10.99,7.72,0.0
20200114:2310,0.0,0.0,0.0,10.86,7.38,0.0
20200115:0010,0.0,0.0,0.0,10.83,7.17,0.0
20200115:0110,0.0,0.0,0.0,10.54,7.24,0.0
20200115:0210,0.0,0.0,0.0,10.17,7.1,0.0
20200115:0310,0.0,0.0,0.0,10.03,6.76,0.0
20200115:0410,0.0,0.0,0.0,10.1,6.48,0.0
20200115:0510,0.0,0.0,0.0,10.1,6.34,0.0
20200115:0610,0.0,0.0,0.0,9.99,6.28,0.0
20200115:0710,0.0,0.0,0.0,10.23,6.55,0.0
20200115:0810,8512.83,8.22,3.32,10.03,6.55,0.0
20200115:0910,252408.87,141.51,9.74,10.3,6.76,0.0
20200115:1010,401441.07,218.12,14.46,10.81,6.97,0.0
20200115:1110,760087.29,401.69,17.1,11.34,7.03,0.0
20200115:1210,208275.96,120.7,17.4,11.74,6.48,0.0
20200115:1310,62196.72,41.99,15.35,11.98,5.66,0.0
20200115:1410,67179.84,44.73,11.13,11.94,7.31,0.0
20200115:1510,12965.34,11.87,5.11,11.59,7.03,0.0
20200115:1610,0.0,0.0,0.0,11.14,6.76,0.0
20200115:1710,0.0,0.0,0.0,10.47,5.52,0.0
20200115:1810,0.0,0.0,0.0,9.7,4.07,0.0
20200115:1910,0.0,0.0,0.0,8.91,3.72,0.0
20200115:2010,0.0,0.0,0.0,8.03,3.31,0.0
20200115:2110,0.0,0.0,0.0,7.17,3.31,0.0
20200115:2210,0.0,0.0,0.0,6.51,3.31,0.0
20200115:2310,0.0,0.0,0.0,6.01,3.17,0.0
20200116:0010,0.0,0.0,0.0,5.53,2.83,0.0
20200116:0110,0.0,0.0,0.0,5.01,2.62,0.0
20200116:0210,0.0,0.0,0.0,4.52,2.48,0.0
20200116:0310,0.0,0.0,0.0,4.11,2.48,0.0
20200116:0410,0.0,0.0,0.0,3.85,2.48,0.0
20200116:0510,0.0,0.0,0.0,3.69,2.48,0.0
20200116:0610,0.0,0.0,0.0,3.6,2.48,0.0
20200116:0710,0.0,0.0,0.0,3.01,2.41,0.0
20200116:0810,116780.34,66.81,3.44,3.15,2.55,0.0
20200116:0910,768161.79,401.57,9.88,4.43,2.76,0.0
20200116:1010,1126531.17,594.53,14.62,6.6,2.76,0.0
20200116:1110,1358107.83,721.91,17.27,8.51,4.41,0.0
20200116:1210,1311414.15,698.26,17.6,9.3,4.28,0.0
20200116:1310,1234937.1,656.56,15.55,9.65,4.21,0.0
20200116:1410,968963.07,514.44,11.33,9.97,3.86,0.0
20200116:1510,229754.13,131.37,5.31,9.93,3.59,0.0
20200116:1610,0.0,0.0,0.0,9.29,3.66,0.0
20200116:1710,0.0,0.0,0.0,8.86,3.86,0.0
20200116:1810,0.0,0.0,0.0,8.8,4.14,0.0
20200116:1910,0.0,0.0,0.0,8.81,4.21,0.0
20200116:2010,0.0,0.0,0.0,8.94,4.41,0.0
20200116:2110,0.0,0.0,0.0,9.09,4.55,0.0
20200116:2210,0.0,0.0,0.0,9.18,4.76,0.0
20200116:2310,0.0,0.0,0.0,9.14,4.83,0.0
20200117:0010,0.0,0.0,0.0,8.95,4.76,0.0
20200117:0110,0.0,0.0,0.0,8.69,4.62,0.0
20200117:0210,0.0,0.0,0.0,8.41,4.34,0.0
20200117:0310,0.0,0.0,0.0,8.19,4.14,0.0
20200117:0410,0.0,0.0,0.0,7.97,3.86,0.0
20200117:0510,0.0,0.0,0.0,7.77,3.79,0.0
20200117:0610,0.0,0.0,0.0,7.96,3.86,0.0
20200117:0710,0.0,0.0,0.0,8.94,4.48,0.0
20200117:0810,29345.04,21.5,3.57,9.45,4.48,0.0
20200117:0910,146840.55,86.48,10.02,9.67,4.28,0.0
20200117:1010,98601.18,61.16,14.78,10.08,4.34,0.0
20200117:1110,99708.54,62.07,17.46,10.45,4.07,0.0
20200117:1210,131845.05,79.41,17.79,10.3,4.55,0.0
20200117:1310,234137.43,132.79,15.75,10.17,5.03,0.0
20200117:1410,296057.31,164.17,11.54,10.01,4.76,0.0
20200117:1510,85474.35,53.57,5.52,9.64,4.21,0.0
20200117:1610,0.0,0.0,0.0,8.91,4.34,0.0
20200117:1710,0.0,0.0,0.0,8.12,4.9,0.0
20200117:1810,0.0,0.0,0.0,7.46,5.24,0.0
20200117:1910,0.0,0.0,0.0,6.68,4.97,0.0
20200117:2010,0.0,0.0,0.0,6.06,4.55,0.0
20200117:2110,0.0,0.0,0.0,5.64,4.14,0.0
20200117:2210,0.0,0.0,0.0,5.27,3.86,0.0
20200117:2310,0.0,0.0,0.0,4.79,3.79,0.0
20200118:0010,0.0,0.0,0.0,4.72,3.79,0.0
20200118:0110,0.0,0.0,0.0,4.77,3.72,0.0
20200118:0210,0.0,0.0,0.0,4.65,3.72,0.0
20200118:0310,0.0,0.0,0.0,4.51,3.79,0.0
20200118:0410,0.0,0.0,0.0,4.56,3.72,0.0
20200118:0510,0.0,0.0,0.0,4.47,3.59,0.0
20200118:0610,0.0,0.0,0.0,4.31,3.45,0.0
20200118:0710,0.0,0.0,0.0,4.12,3.45,0.0
20200118:0810,53383.98,32.69,3.7,4.02,3.45,0.0
20200118:0910,668799.3,349.09,10.17,4.32,3.45,0.0
20200118:1010,918278.28,478.36,14.95,5.02,3.38,0.0
20200118:1110,1281353.94,672.11,17.65,5.61,4.21,0.0
20200118:1210,63511.71,39.25,18.0,6.12,4.0,0.0
20200118:1310,730234.71,382.4,15.97,6.39,3.72,0.0
20200118:1410,628334.52,330.53,11.76,6.41,3.59,0.0
20200118:1510,261498.45,144.11,5.73,5.87,3.17,0.0
20200118:1610,0.0,0.0,0.0,5.26,2.83,0.0
20200118:1710,0.0,0.0,0.0,4.65,2.62,0.0
20200118:1810,0.0,0.0,0.0,3.99,2.34,0.0
20200118:1910,0.0,0.0,0.0,3.19,2.41,0.0
20200118:2010,0.0,0.0,0.0,2.59,2.34,0.0
20200118:2110,0.0,0.0,0.0,2.11,2.21,0.0
20200118:2210,0.0,0.0,0.0,1.92,2.14,0.0
20200118:2310,0.0,0.0,0.0,1.43,2.21,0.0
20200119:0010,0.0,0.0,0.0,1.5,2.21,0.0
20200119:0110,0.0,0.0,0.0,1.33,2.21,0.0
20200119:0210,0.0,0.0,0.0,1.59,2.34,0.0
20200119:0310,0.0,0.0,0.0,1.89,2.41,0.0
