Latitude (decimal degrees):	51.297
Longitude (decimal degrees):	5.105
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (CdTe) (kWp):	2307.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200804:0610,210259.98,164.36,17.33,13.08,1.17,0.0
20200804:0710,671383.14,378.48,26.69,15.25,1.31,0.0
20200804:0810,1122563.13,602.88,35.86,16.84,1.59,0.0
20200804:0910,1467644.19,796.47,44.28,18.03,1.66,0.0
20200804:1010,1690569.6,933.9,51.15,19.1,1.79,0.0
20200804:1110,1806058.02,1012.25,55.3,20.19,1.79,0.0
20200804:1210,1730365.35,964.69,55.62,21.18,2.07,0.0
20200804:1310,1558147.8,859.98,52.0,21.73,2.0,0.0
20200804:1410,1349433.51,736.11,45.46,22.16,2.07,0.0
20200804:1510,1001976.24,544.37,37.22,22.4,2.21,0.0
20200804:1610,687486.0,387.39,28.13,22.14,2.21,0.0
20200804:1710,262305.9,181.66,18.77,21.76,2.21,0.0
20200804:1810,50846.28,53.62,9.55,21.31,1.66,0.0
20200804:1910,0.0,0.0,0.0,20.05,1.45,0.0
20200804:2010,0.0,0.0,0.0,18.17,1.45,0.0
20200804:2110,0.0,0.0,0.0,16.64,1.86,0.0
20200804:2210,0.0,0.0,0.0,15.7,2.21,0.0
20200804:2310,0.0,0.0,0.0,15.09,2.34,0.0
20200805:0010,0.0,0.0,0.0,14.56,2.28,0.0
20200805:0110,0.0,0.0,0.0,14.0,2.21,0.0
20200805:0210,0.0,0.0,0.0,13.44,2.21,0.0
20200805:0310,0.0,0.0,0.0,13.12,2.34,0.0
20200805:0410,0.0,0.0,0.0,12.94,2.41,0.0
20200805:0510,27130.32,38.3,7.97,13.14,2.28,0.0
20200805:0610,207191.67,164.46,17.14,15.2,2.0,0.0
20200805:0710,667115.19,377.43,26.51,18.38,2.76,0.0
20200805:0810,1134259.62,610.37,35.66,20.84,3.1,0.0
20200805:0910,1462038.18,793.79,44.07,22.9,3.31,0.0
20200805:1010,1685655.69,931.32,50.91,24.37,3.38,0.0
20200805:1110,1802136.12,1009.78,55.04,25.55,3.31,0.0
20200805:1210,1813901.82,1021.27,55.35,26.47,3.24,0.0
20200805:1310,1688124.18,942.46,51.74,27.23,3.31,0.0
20200805:1410,1493044.26,824.35,45.23,27.75,3.24,0.0
20200805:1510,1149439.68,629.79,36.99,28.05,3.24,0.0
20200805:1610,726197.46,414.0,27.91,28.07,3.1,0.0
20200805:1710,261175.47,194.34,18.55,27.78,2.69,0.0
20200805:1810,44317.47,50.21,9.33,26.87,1.66,0.0
20200805:1910,0.0,0.0,0.0,25.12,1.17,0.0
20200805:2010,0.0,0.0,0.0,24.88,1.03,0.0
20200805:2110,0.0,0.0,0.0,21.92,1.52,0.0
20200805:2210,0.0,0.0,0.0,19.56,2.28,0.0
20200805:2310,0.0,0.0,0.0,18.76,2.41,0.0
20200806:0010,0.0,0.0,0.0,18.29,2.34,0.0
20200806:0110,0.0,0.0,0.0,17.67,2.28,0.0
20200806:0210,0.0,0.0,0.0,16.8,2.0,0.0
20200806:0310,0.0,0.0,0.0,15.89,1.79,0.0
20200806:0410,0.0,0.0,0.0,15.19,1.66,0.0
20200806:0510,28260.75,39.15,7.78,14.91,1.52,0.0
20200806:0610,203154.42,156.19,16.95,16.99,0.9,0.0
20200806:0710,575204.31,330.56,26.32,20.57,1.1,0.0
20200806:0810,1062073.59,580.98,35.46,22.96,1.24,0.0
20200806:0910,1405447.47,778.27,43.85,25.31,1.52,0.0
20200806:1010,1597297.59,901.19,50.67,27.3,1.72,0.0
20200806:1110,1732487.79,996.17,54.78,28.8,1.66,0.0
20200806:1210,1692991.95,976.25,55.08,29.88,1.52,0.0
20200806:1310,1492190.67,851.4,51.48,30.63,1.24,0.0
20200806:1410,1395619.65,793.02,44.98,31.11,0.9,0.0
20200806:1510,1092433.71,615.12,36.76,31.34,0.62,0.0
20200806:1610,689423.88,402.32,27.69,31.33,0.28,0.0
20200806:1710,250909.32,189.42,18.33,31.12,0.0,0.0
20200806:1810,37027.35,45.96,9.1,30.04,0.76,0.0
20200806:1910,0.0,0.0,0.0,28.33,1.72,0.0
20200806:2010,0.0,0.0,0.0,26.19,2.21,0.0
20200806:2110,0.0,0.0,0.0,24.52,2.28,0.0
20200806:2210,0.0,0.0,0.0,23.36,2.34,0.0
20200806:2310,0.0,0.0,0.0,22.39,2.41,0.0
20200807:0010,0.0,0.0,0.0,21.42,2.34,0.0
20200807:0110,0.0,0.0,0.0,20.44,2.21,0.0
20200807:0210,0.0,0.0,0.0,19.46,2.14,0.0
20200807:0310,0.0,0.0,0.0,18.53,2.0,0.0
20200807:0410,0.0,0.0,0.0,17.7,1.86,0.0
20200807:0510,25423.14,37.45,7.58,17.35,1.59,0.0
20200807:0610,198771.12,159.83,16.76,19.49,0.9,0.0
20200807:0710,635393.94,367.37,26.12,23.29,0.76,0.0
20200807:0810,1080045.12,599.05,35.26,26.01,0.62,0.0
20200807:0910,1395573.51,789.32,43.64,28.5,0.55,0.0
20200807:1010,1602326.85,926.76,50.43,30.31,0.76,0.0
20200807:1110,1714239.42,1004.06,54.51,31.49,1.03,0.0
20200807:1210,1725958.98,1015.59,54.8,32.32,1.03,0.0
20200807:1310,1606064.19,936.54,51.22,32.92,0.9,0.0
20200807:1410,1423926.54,818.47,44.73,33.32,0.76,0.0
20200807:1510,1099470.06,622.64,36.53,33.51,0.76,0.0
20200807:1610,694499.28,406.11,27.46,33.44,1.03,0.0
20200807:1710,248671.53,189.8,18.1,33.15,1.38,0.0
20200807:1810,34143.6,44.25,8.87,31.95,1.72,0.0
20200807:1910,0.0,0.0,0.0,30.15,2.21,0.0
20200807:2010,0.0,0.0,0.0,28.12,2.55,0.0
20200807:2110,0.0,0.0,0.0,26.73,2.62,0.0
20200807:2210,0.0,0.0,0.0,25.63,2.55,0.0
20200807:2310,0.0,0.0,0.0,24.56,2.48,0.0
20200808:0010,0.0,0.0,0.0,23.35,2.28,0.0
20200808:0110,0.0,0.0,0.0,22.02,2.14,0.0
20200808:0210,0.0,0.0,0.0,20.72,2.0,0.0
20200808:0310,0.0,0.0,0.0,19.74,1.79,0.0
20200808:0410,0.0,0.0,0.0,19.41,1.59,0.0
20200808:0510,26507.43,38.3,7.38,19.45,1.38,0.0
20200808:0610,196256.49,156.04,16.57,21.8,0.62,0.0
20200808:0710,625012.44,362.79,25.93,24.43,0.62,0.0
20200808:0810,1061243.07,591.51,35.06,27.38,0.48,0.0
20200808:0910,1374995.07,779.86,43.41,30.0,0.62,0.0
20200808:1010,1582555.86,915.57,50.19,32.07,1.03,0.0
20200808:1110,1699797.6,998.18,54.24,33.46,1.24,0.0
20200808:1210,1700051.37,1004.13,54.52,34.27,1.1,0.0
20200808:1310,1583317.17,924.85,50.94,34.79,1.1,0.0
20200808:1410,1412137.77,808.82,44.48,35.06,1.45,0.0
20200808:1510,961465.32,542.45,36.29,35.08,1.86,0.0
20200808:1610,672951.9,393.21,27.23,34.77,2.34,0.0
20200808:1710,218149.92,156.59,17.87,34.09,2.83,0.0
20200808:1810,39334.35,47.66,8.64,32.77,2.9,0.0
20200808:1910,0.0,0.0,0.0,31.03,3.03,0.0
20200808:2010,0.0,0.0,0.0,29.63,3.17,0.0
20200808:2110,0.0,0.0,0.0,28.46,3.24,0.0
20200808:2210,0.0,0.0,0.0,27.59,3.31,0.0
20200808:2310,0.0,0.0,0.0,26.84,3.03,0.0
20200809:0010,0.0,0.0,0.0,26.12,2.9,0.0
20200809:0110,0.0,0.0,0.0,25.43,2.62,0.0
20200809:0210,0.0,0.0,0.0,24.91,2.41,0.0
20200809:0310,0.0,0.0,0.0,24.1,2.14,0.0
20200809:0410,0.0,0.0,0.0,22.92,1.72,0.0
20200809:0510,23692.89,36.59,7.17,21.86,1.52,0.0
20200809:0610,189935.31,146.03,16.37,23.01,1.03,0.0
20200809:0710,499673.13,292.4,25.73,25.12,2.07,0.0
20200809:0810,983058.84,540.39,34.85,26.99,2.34,0.0
20200809:0910,1314459.39,728.4,43.19,29.01,2.28,0.0
20200809:1010,694383.93,393.09,49.94,30.98,2.14,0.0
20200809:1110,216350.46,145.96,53.96,32.48,1.79,0.0
20200809:1210,213674.34,145.05,54.23,33.58,1.17,0.0
20200809:1310,1384315.35,789.7,50.67,33.44,1.45,0.0
20200809:1410,1232630.1,693.84,44.22,33.36,1.79,0.0
20200809:1510,1001053.44,563.33,36.04,32.63,1.03,0.0
20200809:1610,615807.51,361.21,26.99,33.14,1.24,0.0
20200809:1710,231738.15,171.86,17.63,31.97,2.28,0.0
20200809:1810,36981.21,45.96,8.39,30.62,2.41,0.0
20200809:1910,0.0,0.0,0.0,29.11,2.0,0.0
20200809:2010,0.0,0.0,0.0,27.66,2.07,0.0
20200809:2110,0.0,0.0,0.0,26.45,2.07,0.0
20200809:2210,0.0,0.0,0.0,25.25,2.0,0.0
20200809:2310,0.0,0.0,0.0,24.24,2.07,0.0
20200810:0010,0.0,0.0,0.0,23.54,2.14,0.0
20200810:0110,0.0,0.0,0.0,22.81,2.07,0.0
20200810:0210,0.0,0.0,0.0,22.06,2.0,0.0
20200810:0310,0.0,0.0,0.0,21.49,2.14,0.0
20200810:0410,0.0,0.0,0.0,21.1,2.14,0.0
20200810:0510,23808.24,36.59,6.97,20.93,2.0,0.0
20200810:0610,189220.14,151.11,16.17,22.5,1.72,0.0
20200810:0710,607156.26,352.17,25.53,24.52,1.24,0.0
20200810:0810,1039926.39,573.95,34.65,26.77,1.45,0.0
20200810:0910,1334045.82,741.6,42.97,28.88,1.93,0.0
20200810:1010,1493690.22,841.66,49.68,30.47,2.21,0.0
20200810:1110,1554710.37,885.4,53.68,31.64,2.14,0.0
20200810:1210,1087542.87,610.22,53.94,32.34,1.93,0.0
20200810:1310,1500334.38,854.83,50.38,32.66,1.93,0.0
20200810:1410,985296.63,551.9,43.95,32.89,1.93,0.0
20200810:1510,1055175.66,589.92,35.79,32.76,2.0,0.0
20200810:1610,654242.13,380.77,26.75,32.62,2.34,0.0
20200810:1710,229800.27,171.26,17.39,31.96,2.62,0.0
20200810:1810,32990.1,43.4,8.15,30.95,2.83,0.0
20200810:1910,0.0,0.0,0.0,29.74,3.31,0.0
20200810:2010,0.0,0.0,0.0,28.71,3.31,0.0
20200810:2110,0.0,0.0,0.0,27.69,2.9,0.0
20200810:2210,0.0,0.0,0.0,26.74,2.76,0.0
20200810:2310,0.0,0.0,0.0,25.97,2.55,0.0
20200811:0010,0.0,0.0,0.0,25.18,2.28,0.0
20200811:0110,0.0,0.0,0.0,24.47,2.14,0.0
20200811:0210,0.0,0.0,0.0,23.71,2.21,0.0
20200811:0310,0.0,0.0,0.0,23.08,2.14,0.0
20200811:0410,0.0,0.0,0.0,22.35,2.0,0.0
20200811:0510,12826.92,28.94,6.76,21.93,2.07,0.0
20200811:0610,180038.28,135.68,15.97,23.17,1.93,0.0
20200811:0710,456601.44,269.65,25.33,25.1,1.66,0.0
20200811:0810,767146.71,425.91,34.44,27.04,2.28,0.0
20200811:0910,1254338.97,690.17,42.74,28.18,2.69,0.0
20200811:1010,1481186.28,828.1,49.43,29.16,2.48,0.0
20200811:1110,1480932.51,836.6,53.4,30.65,2.14,0.0
20200811:1210,1503010.5,860.95,53.65,31.76,1.38,0.0
20200811:1310,1219618.62,687.89,50.1,32.33,1.45,0.0
20200811:1410,1328901.21,743.64,43.68,31.92,2.28,0.0
20200811:1510,256999.8,166.34,35.53,30.35,1.93,0.0
20200811:1610,16287.42,31.93,26.5,30.03,0.55,0.0
20200811:1710,18871.26,33.75,17.14,29.63,1.38,0.0
20200811:1810,0.0,5.96,7.9,28.92,1.86,0.0
20200811:1910,0.0,0.0,0.0,27.25,1.66,0.0
20200811:2010,0.0,0.0,0.0,26.33,1.79,0.0
20200811:2110,0.0,0.0,0.0,25.57,2.14,0.0
20200811:2210,0.0,0.0,0.0,25.09,2.48,0.0
20200811:2310,0.0,0.0,0.0,24.36,2.28,0.0
20200812:0010,0.0,0.0,0.0,23.72,1.93,0.0
20200812:0110,0.0,0.0,0.0,23.1,2.07,0.0
20200812:0210,0.0,0.0,0.0,22.54,2.0,0.0
20200812:0310,0.0,0.0,0.0,21.99,1.79,0.0
20200812:0410,0.0,0.0,0.0,21.43,1.86,0.0
20200812:0510,20024.76,34.04,6.56,21.22,1.93,0.0
20200812:0610,181284.06,141.22,15.77,22.68,1.72,0.0
20200812:0710,494782.29,289.3,25.13,23.69,1.66,0.0
20200812:0810,1002968.25,551.94,34.23,25.67,1.38,0.0
20200812:0910,1337944.65,743.9,42.51,27.68,1.45,0.0
20200812:1010,1559555.07,881.45,49.17,29.58,1.93,0.0
20200812:1110,1668722.31,955.46,53.11,31.17,2.14,0.0
20200812:1210,1686601.56,973.11,53.35,32.35,2.0,0.0
20200812:1310,1401963.9,796.55,49.8,33.21,1.79,0.0
20200812:1410,1323133.71,748.41,43.41,33.69,1.66,0.0
20200812:1510,932466.33,525.17,35.27,33.74,1.45,0.0
20200812:1610,375441.18,230.94,26.24,33.58,1.1,0.0
20200812:1710,23785.17,37.4,16.89,32.8,1.31,0.0
20200812:1810,0.0,5.96,7.64,30.08,1.52,0.0
20200812:1910,0.0,0.0,0.0,29.41,1.52,0.0
20200812:2010,0.0,0.0,0.0,28.31,1.45,0.0
20200812:2110,0.0,0.0,0.0,27.03,1.72,0.0
20200812:2210,0.0,0.0,0.0,26.07,1.86,0.0
20200812:2310,0.0,0.0,0.0,25.38,2.0,0.0
20200813:0010,0.0,0.0,0.0,24.83,2.14,0.0
20200813:0110,0.0,0.0,0.0,24.26,2.0,0.0
20200813:0210,0.0,0.0,0.0,23.63,1.93,0.0
20200813:0310,0.0,0.0,0.0,22.99,1.86,0.0
20200813:0410,0.0,0.0,0.0,22.45,1.72,0.0
20200813:0510,0.0,17.87,6.35,21.98,1.59,0.0
20200813:0610,52391.97,54.73,15.57,23.29,1.17,0.0
20200813:0710,429609.54,254.88,24.93,23.94,1.31,0.0
20200813:0810,996439.44,547.25,34.01,25.71,1.72,0.0
20200813:0910,1289382.3,708.09,42.27,27.12,2.55,0.0
20200813:1010,1560777.78,873.79,48.9,28.05,2.34,0.0
20200813:1110,1641430.5,941.23,52.82,29.59,1.45,0.0
20200813:1210,1053399.27,591.3,53.04,30.92,1.17,0.0
20200813:1310,1220702.91,687.46,49.51,31.75,1.38,0.0
20200813:1410,138235.44,104.0,43.13,30.83,1.93,0.0
20200813:1510,181791.6,126.8,35.01,29.46,2.14,0.0
20200813:1610,45424.83,51.09,25.98,28.86,1.79,0.0
20200813:1710,124185.81,96.94,16.63,27.71,2.07,0.0
20200813:1810,24454.2,37.45,7.38,26.93,1.79,0.0
20200813:1910,0.0,0.0,0.0,26.61,1.72,0.0
20200813:2010,0.0,0.0,0.0,25.65,1.03,0.0
20200813:2110,0.0,0.0,0.0,25.5,0.34,0.0
20200813:2210,0.0,0.0,0.0,23.64,1.45,0.0
20200813:2310,0.0,0.0,0.0,22.99,1.59,0.0
20200814:0010,0.0,0.0,0.0,22.45,1.52,0.0
20200814:0110,0.0,0.0,0.0,22.01,1.72,0.0
20200814:0210,0.0,0.0,0.0,21.57,2.07,0.0
20200814:0310,0.0,0.0,0.0,21.12,2.07,0.0
20200814:0410,0.0,0.0,0.0,20.46,1.79,0.0
20200814:0510,15295.41,30.64,6.14,19.94,1.72,0.0
20200814:0610,168226.44,127.16,15.37,21.3,1.72,0.0
20200814:0710,617999.16,354.88,24.72,22.74,2.97,0.0
20200814:0810,1058982.21,572.47,33.8,23.85,3.72,0.0
20200814:0910,650896.98,362.11,42.04,24.67,3.66,0.0
20200814:1010,210836.73,140.49,48.64,25.2,3.38,0.0
20200814:1110,442644.09,258.74,52.52,25.9,3.1,0.0
20200814:1210,461515.35,268.38,52.73,26.1,3.24,0.0
20200814:1310,247287.33,159.64,49.21,26.44,3.17,0.0
20200814:1410,799329.36,441.05,42.84,26.73,3.03,0.0
20200814:1510,806204.22,443.25,34.73,26.06,3.31,0.0
20200814:1610,450372.54,264.29,25.72,25.06,3.03,0.0
20200814:1710,221195.16,169.66,16.37,24.5,2.41,0.0
20200814:1810,24754.11,37.45,7.11,23.98,1.79,0.0
20200814:1910,0.0,0.0,0.0,23.38,1.66,0.0
20200814:2010,0.0,0.0,0.0,22.55,1.38,0.0
20200814:2110,0.0,0.0,0.0,21.61,1.31,0.0
20200814:2210,0.0,0.0,0.0,20.55,1.1,0.0
20200814:2310,0.0,0.0,0.0,20.02,0.97,0.0
20200815:0010,0.0,0.0,0.0,19.26,1.1,0.0
20200815:0110,0.0,0.0,0.0,18.62,1.17,0.0
20200815:0210,0.0,0.0,0.0,18.29,1.1,0.0
20200815:0310,0.0,0.0,0.0,18.48,0.9,0.0
20200815:0410,0.0,0.0,0.0,18.4,0.83,0.0
20200815:0510,10750.62,27.23,5.92,18.44,0.76,0.0
20200815:0610,171040.98,129.9,15.16,18.95,0.76,0.0
20200815:0710,519282.63,300.75,24.52,19.99,0.76,0.0
20200815:0810,848491.53,464.83,33.58,21.45,0.9,0.0
20200815:0910,967601.94,530.38,41.8,22.82,0.76,0.0
20200815:1010,1236113.67,685.17,48.37,23.46,0.41,0.0
20200815:1110,705342.18,395.86,52.23,24.72,0.28,0.0
20200815:1210,1477541.22,842.21,52.42,25.85,0.14,0.0
20200815:1310,967763.43,540.66,48.9,26.81,0.07,0.0
20200815:1410,154868.91,112.21,42.55,27.3,0.55,0.0
20200815:1510,95925.06,80.28,34.46,27.53,0.76,0.0
20200815:1610,181260.99,126.23,25.45,27.6,0.83,0.0
20200815:1710,15249.27,31.02,16.11,27.41,0.9,0.0
20200815:1810,10266.15,27.23,6.84,26.77,1.1,0.0
20200815:1910,0.0,0.0,0.0,24.86,1.24,0.0
20200815:2010,0.0,0.0,0.0,23.83,1.1,0.0
20200815:2110,0.0,0.0,0.0,22.65,1.79,0.0
20200815:2210,0.0,0.0,0.0,21.7,2.07,0.0
20200815:2310,0.0,0.0,0.0,21.33,1.66,0.0
20200816:0010,0.0,0.0,0.0,20.71,1.59,0.0
20200816:0110,0.0,0.0,0.0,20.15,1.72,0.0
20200816:0210,0.0,0.0,0.0,19.64,1.72,0.0
20200816:0310,0.0,0.0,0.0,19.29,1.66,0.0
20200816:0410,0.0,0.0,0.0,18.9,1.66,0.0
20200816:0510,0.0,4.26,5.71,18.67,1.59,0.0
20200816:0610,175724.19,137.54,14.95,19.91,1.31,0.0
20200816:0710,550796.25,318.3,24.31,21.67,1.59,0.0
20200816:0810,1010788.98,551.59,33.36,23.44,1.72,0.0
20200816:0910,1378432.5,760.36,41.55,25.37,1.72,0.0
20200816:1010,1557663.33,876.14,48.1,27.14,1.66,0.0
20200816:1110,1520059.23,857.7,51.92,28.28,1.72,0.0
20200816:1210,1067864.16,593.31,52.11,28.94,1.79,0.0
20200816:1310,1149578.1,639.94,48.59,29.87,1.86,0.0
20200816:1410,97747.59,81.19,42.26,27.49,2.55,0.0
20200816:1510,49254.45,52.91,34.18,24.0,2.48,0.0
20200816:1610,170856.42,119.68,25.18,23.5,0.69,0.0
20200816:1710,41872.05,48.35,15.83,23.12,1.17,0.0
20200816:1810,19886.34,34.04,6.57,22.82,1.31,0.0
20200816:1910,0.0,0.0,0.0,21.89,0.97,0.0
20200816:2010,0.0,0.0,0.0,20.59,0.62,0.0
20200816:2110,0.0,0.0,0.0,20.2,0.83,0.0
20200816:2210,0.0,0.0,0.0,19.55,1.59,0.0
20200816:2310,0.0,0.0,0.0,19.22,1.66,0.0
20200817:0010,0.0,0.0,0.0,18.93,1.66,0.0
20200817:0110,0.0,0.0,0.0,18.52,1.66,0.0
20200817:0210,0.0,0.0,0.0,18.23,1.72,0.0
20200817:0310,0.0,0.0,0.0,18.03,1.52,0.0
20200817:0410,0.0,0.0,0.0,17.92,1.38,0.0
20200817:0510,6413.46,23.83,5.5,17.94,1.38,0.0
20200817:0610,177915.84,141.33,14.74,18.77,1.17,0.0
20200817:0710,648659.19,369.78,24.1,19.49,1.93,0.0
