,grid
532,80.0
533,80.0
534,80.0
535,150.0
536,150.0
537,150.0
538,150.0
539,150.0
540,150.0
541,150.0
542,150.0
543,150.0
544,150.0
545,150.0
546,150.0
547,150.0
548,150.0
549,80.0
550,80.0
551,80.0
552,80.0
553,80.0
554,80.0
555,80.0
556,80.0
557,80.0
558,80.0
559,150.0
560,150.0
561,150.0
562,150.0
563,150.0
564,150.0
565,150.0
566,150.0
567,150.0
568,150.0
569,150.0
570,150.0
571,150.0
572,150.0
573,80.0
574,80.0
575,80.0
576,80.0
577,80.0
578,80.0
579,80.0
580,80.0
581,80.0
582,80.0
583,150.0
584,150.0
585,150.0
586,150.0
587,150.0
588,150.0
589,150.0
590,150.0
591,150.0
592,150.0
593,150.0
594,150.0
595,150.0
596,150.0
597,80.0
598,80.0
599,80.0
600,80.0
601,80.0
602,80.0
603,80.0
604,80.0
605,80.0
606,80.0
607,150.0
608,150.0
609,150.0
610,150.0
611,150.0
612,150.0
613,150.0
614,150.0
615,150.0
616,150.0
617,150.0
618,150.0
619,150.0
620,150.0
621,80.0
622,80.0
623,80.0
624,80.0
625,80.0
626,80.0
627,80.0
628,80.0
629,80.0
630,80.0
631,150.0
632,150.0
633,150.0
634,150.0
635,150.0
636,150.0
637,150.0
638,150.0
639,150.0
640,150.0
641,150.0
642,150.0
643,150.0
644,150.0
645,80.0
646,80.0
647,80.0
648,80.0
649,80.0
650,80.0
651,80.0
652,80.0
653,80.0
654,80.0
655,150.0
656,150.0
657,150.0
658,150.0
659,150.0
660,150.0
661,150.0
662,150.0
663,150.0
664,150.0
665,150.0
666,150.0
667,150.0
668,150.0
669,80.0
670,80.0
671,80.0
672,80.0
673,80.0
674,80.0
675,80.0
676,80.0
677,80.0
678,80.0
679,150.0
680,150.0
681,150.0
682,150.0
683,150.0
684,150.0
685,150.0
686,150.0
687,150.0
688,150.0
689,150.0
690,150.0
691,150.0
692,150.0
693,80.0
694,80.0
695,80.0
696,80.0
697,80.0
698,80.0
699,80.0
700,80.0
701,80.0
702,80.0
703,150.0
704,150.0
705,150.0
706,150.0
707,150.0
708,150.0
709,150.0
710,150.0
711,150.0
712,150.0
713,150.0
714,150.0
715,150.0
716,150.0
717,80.0
718,80.0
719,80.0
720,80.0
721,80.0
722,80.0
723,80.0
724,80.0
725,80.0
726,80.0
727,150.0
728,150.0
729,150.0
730,150.0
731,150.0
732,150.0
733,150.0
734,150.0
735,150.0
736,150.0
737,150.0
738,150.0
739,150.0
740,150.0
741,80.0
742,80.0
743,80.0
744,80.0
745,80.0
746,80.0
747,80.0
748,80.0
749,80.0
750,80.0
751,150.0
752,150.0
753,150.0
754,150.0
755,150.0
756,150.0
757,150.0
758,150.0
759,150.0
760,150.0
761,150.0
762,150.0
763,150.0
764,150.0
765,80.0
766,80.0
767,80.0
768,80.0
769,80.0
770,80.0
771,80.0
772,80.0
773,80.0
774,80.0
775,150.0
776,150.0
777,150.0
778,150.0
779,150.0
780,150.0
781,150.0
782,150.0
783,150.0
784,150.0
785,150.0
786,150.0
787,150.0
788,150.0
789,80.0
790,80.0
791,80.0
792,80.0
793,80.0
794,80.0
795,80.0
796,80.0
797,80.0
798,80.0
799,150.0
800,150.0
801,150.0
802,150.0
803,150.0
804,150.0
805,150.0
806,150.0
807,150.0
808,150.0
809,150.0
810,150.0
811,150.0
812,150.0
813,80.0
814,80.0
815,80.0
816,80.0
817,80.0
818,80.0
819,80.0
820,80.0
821,80.0
822,80.0
823,150.0
824,150.0
825,150.0
826,150.0
827,150.0
828,150.0
829,150.0
830,150.0
831,150.0
832,150.0
833,150.0
834,150.0
835,150.0
836,150.0
837,80.0
838,80.0
839,80.0
840,80.0
841,80.0
842,80.0
843,80.0
844,80.0
845,80.0
846,80.0
847,150.0
848,150.0
849,150.0
850,150.0
851,150.0
852,150.0
853,150.0
854,150.0
855,150.0
856,150.0
857,150.0
858,150.0
859,150.0
860,150.0
861,80.0
862,80.0
863,80.0
864,80.0
865,80.0
866,80.0
867,80.0
868,80.0
869,80.0
870,80.0
871,150.0
872,150.0
873,150.0
874,150.0
875,150.0
876,150.0
877,150.0
878,150.0
879,150.0
880,150.0
881,150.0
882,150.0
883,150.0
884,150.0
885,80.0
886,80.0
887,80.0
888,80.0
889,80.0
890,80.0
891,80.0
892,80.0
893,80.0
894,80.0
895,150.0
896,150.0
897,150.0
898,150.0
899,150.0
900,150.0
901,150.0
902,150.0
903,150.0
904,150.0
905,150.0
906,150.0
907,150.0
908,150.0
909,80.0
910,80.0
911,80.0
912,80.0
913,80.0
914,80.0
915,80.0
916,80.0
917,80.0
918,80.0
919,150.0
920,150.0
921,150.0
922,150.0
923,150.0
924,150.0
925,150.0
926,150.0
927,150.0
928,150.0
929,150.0
930,150.0
931,150.0
932,150.0
933,80.0
934,80.0
935,80.0
936,80.0
937,80.0
938,80.0
939,80.0
940,80.0
941,80.0
942,80.0
943,150.0
944,150.0
945,150.0
946,150.0
947,150.0
948,150.0
949,150.0
950,150.0
951,150.0
952,150.0
953,150.0
954,150.0
955,150.0
956,150.0
957,80.0
958,80.0
959,80.0
960,80.0
961,80.0
962,80.0
963,80.0
964,80.0
965,80.0
966,80.0
967,150.0
968,150.0
969,150.0
970,150.0
971,150.0
972,150.0
973,150.0
974,150.0
975,150.0
976,150.0
977,150.0
978,150.0
979,150.0
980,150.0
981,80.0
982,80.0
983,80.0
984,80.0
985,80.0
986,80.0
987,80.0
988,80.0
989,80.0
990,80.0
991,150.0
992,150.0
993,150.0
994,150.0
995,150.0
996,150.0
997,150.0
998,150.0
999,150.0
1000,150.0
1001,150.0
1002,150.0
1003,150.0
1004,150.0
1005,80.0
1006,80.0
1007,80.0
1008,80.0
1009,80.0
1010,80.0
1011,80.0
1012,80.0
1013,80.0
1014,80.0
1015,150.0
1016,150.0
1017,150.0
1018,150.0
1019,150.0
1020,150.0
1021,150.0
1022,150.0
1023,150.0
1024,150.0
1025,150.0
1026,150.0
1027,150.0
1028,150.0
1029,80.0
1030,80.0
1031,80.0
1032,80.0
1033,80.0
1034,80.0
1035,80.0
1036,80.0
1037,80.0
1038,80.0
1039,150.0
1040,150.0
1041,150.0
1042,150.0
1043,150.0
1044,150.0
1045,150.0
1046,150.0
1047,150.0
1048,150.0
1049,150.0
1050,150.0
1051,150.0
1052,150.0
1053,80.0
1054,80.0
1055,80.0
1056,80.0
1057,80.0
1058,80.0
1059,80.0
1060,80.0
1061,80.0
1062,80.0
1063,150.0
1064,150.0
1065,150.0
1066,150.0
1067,150.0
1068,150.0
1069,150.0
1070,150.0
1071,150.0
1072,150.0
1073,150.0
1074,150.0
1075,150.0
1076,150.0
1077,80.0
1078,80.0
1079,80.0
1080,80.0
1081,80.0
1082,80.0
1083,80.0
1084,80.0
1085,80.0
1086,80.0
1087,150.0
1088,150.0
1089,150.0
1090,150.0
1091,150.0
1092,150.0
1093,150.0
1094,150.0
1095,150.0
1096,150.0
1097,150.0
1098,150.0
1099,150.0
1100,150.0
1101,80.0
1102,80.0
1103,80.0
1104,80.0
1105,80.0
1106,80.0
1107,80.0
1108,80.0
1109,80.0
1110,80.0
1111,150.0
1112,150.0
1113,150.0
1114,150.0
1115,150.0
1116,150.0
1117,150.0
1118,150.0
1119,150.0
1120,150.0
1121,150.0
1122,150.0
1123,150.0
1124,150.0
1125,80.0
1126,80.0
1127,80.0
1128,80.0
1129,80.0
1130,80.0
1131,80.0
1132,80.0
1133,80.0
1134,80.0
1135,150.0
1136,150.0
1137,150.0
1138,150.0
1139,150.0
1140,150.0
1141,150.0
1142,150.0
1143,150.0
1144,150.0
1145,150.0
1146,150.0
1147,150.0
1148,150.0
1149,80.0
1150,80.0
1151,80.0
1152,80.0
1153,80.0
1154,80.0
1155,80.0
1156,80.0
1157,80.0
1158,80.0
1159,150.0
1160,150.0
1161,150.0
1162,150.0
1163,150.0
1164,150.0
1165,150.0
1166,150.0
1167,150.0
1168,150.0
1169,150.0
1170,150.0
1171,150.0
1172,150.0
1173,80.0
1174,80.0
1175,80.0
1176,80.0
1177,80.0
1178,80.0
1179,80.0
1180,80.0
1181,80.0
1182,80.0
1183,150.0
1184,150.0
1185,150.0
1186,150.0
1187,150.0
1188,150.0
1189,150.0
1190,150.0
1191,150.0
1192,150.0
1193,150.0
1194,150.0
1195,150.0
1196,150.0
1197,80.0
1198,80.0
1199,80.0
1200,80.0
1201,80.0
1202,80.0
1203,80.0
1204,80.0
1205,80.0
1206,80.0
1207,150.0
1208,150.0
1209,150.0
1210,150.0
1211,150.0
1212,150.0
1213,150.0
1214,150.0
1215,150.0
1216,150.0
1217,150.0
1218,150.0
1219,150.0
1220,150.0
1221,80.0
1222,80.0
1223,80.0
1224,80.0
1225,80.0
1226,80.0
1227,80.0
1228,80.0
1229,80.0
1230,80.0
1231,150.0
1232,150.0
1233,150.0
1234,150.0
1235,150.0
1236,150.0
1237,150.0
1238,150.0
1239,150.0
1240,150.0
1241,150.0
1242,150.0
1243,150.0
1244,150.0
1245,80.0
1246,80.0
1247,80.0
1248,80.0
1249,80.0
1250,80.0
1251,80.0
1252,80.0
1253,80.0
1254,80.0
1255,150.0
1256,150.0
1257,150.0
1258,150.0
1259,150.0
1260,150.0
1261,150.0
1262,150.0
1263,150.0
1264,150.0
1265,150.0
1266,150.0
1267,150.0
1268,150.0
1269,80.0
1270,80.0
1271,80.0
1272,80.0
1273,80.0
1274,80.0
1275,80.0
1276,80.0
1277,80.0
1278,80.0
1279,150.0
1280,150.0
1281,150.0
1282,150.0
1283,150.0
1284,150.0
1285,150.0
1286,150.0
1287,150.0
1288,150.0
1289,150.0
1290,150.0
1291,150.0
1292,150.0
1293,80.0
1294,80.0
1295,80.0
1296,80.0
1297,80.0
1298,80.0
1299,80.0
1300,80.0
1301,80.0
1302,80.0
1303,150.0
1304,150.0
1305,150.0
1306,150.0
1307,150.0
1308,150.0
1309,150.0
1310,150.0
1311,150.0
1312,150.0
1313,150.0
1314,150.0
1315,150.0
1316,150.0
1317,80.0
1318,80.0
1319,80.0
1320,80.0
1321,80.0
1322,80.0
1323,80.0
1324,80.0
1325,80.0
1326,80.0
1327,150.0
1328,150.0
1329,150.0
1330,150.0
1331,150.0
1332,150.0
1333,150.0
1334,150.0
1335,150.0
1336,150.0
1337,150.0
1338,150.0
1339,150.0
1340,150.0
1341,80.0
1342,80.0
1343,80.0
1344,80.0
1345,80.0
1346,80.0
1347,80.0
1348,80.0
1349,80.0
1350,80.0
1351,150.0
1352,150.0
1353,150.0
1354,150.0
1355,150.0
1356,150.0
1357,150.0
1358,150.0
1359,150.0
1360,150.0
1361,150.0
1362,150.0
1363,150.0
1364,150.0
1365,80.0
1366,80.0
1367,80.0
1368,80.0
1369,80.0
1370,80.0
1371,80.0
1372,80.0
1373,80.0
1374,80.0
1375,150.0
1376,150.0
1377,150.0
1378,150.0
1379,150.0
1380,150.0
1381,150.0
1382,150.0
1383,150.0
1384,150.0
1385,150.0
1386,150.0
1387,150.0
1388,150.0
1389,80.0
1390,80.0
1391,80.0
1392,80.0
1393,80.0
1394,80.0
1395,80.0
1396,80.0
1397,80.0
1398,80.0
1399,150.0
1400,150.0
1401,150.0
1402,150.0
1403,150.0
1404,150.0
1405,150.0
1406,150.0
1407,150.0
1408,150.0
1409,150.0
1410,150.0
1411,150.0
1412,150.0
1413,80.0
1414,80.0
1415,80.0
1416,80.0
1417,80.0
1418,80.0
1419,80.0
1420,80.0
1421,80.0
1422,80.0
1423,150.0
1424,150.0
1425,150.0
1426,150.0
1427,150.0
1428,150.0
1429,150.0
1430,150.0
1431,150.0
1432,150.0
1433,150.0
1434,150.0
1435,150.0
1436,150.0
1437,80.0
1438,80.0
1439,80.0
1440,80.0
1441,80.0
1442,80.0
1443,80.0
1444,80.0
1445,80.0
1446,80.0
1447,150.0
1448,150.0
1449,150.0
1450,150.0
1451,150.0
1452,150.0
1453,150.0
1454,150.0
1455,150.0
1456,150.0
1457,150.0
1458,150.0
1459,150.0
1460,150.0
1461,80.0
1462,80.0
1463,80.0
1464,80.0
1465,80.0
1466,80.0
1467,80.0
1468,80.0
1469,80.0
1470,80.0
1471,150.0
1472,150.0
1473,150.0
1474,150.0
1475,150.0
1476,150.0
1477,150.0
1478,150.0
1479,150.0
1480,150.0
1481,150.0
1482,150.0
1483,150.0
1484,150.0
1485,80.0
1486,80.0
1487,80.0
1488,80.0
1489,80.0
1490,80.0
1491,80.0
1492,80.0
1493,80.0
1494,80.0
1495,150.0
1496,150.0
1497,150.0
1498,150.0
1499,150.0
1500,150.0
1501,150.0
1502,150.0
1503,150.0
1504,150.0
1505,150.0
1506,150.0
1507,150.0
1508,150.0
1509,80.0
1510,80.0
1511,80.0
1512,80.0
1513,80.0
1514,80.0
1515,80.0
1516,80.0
1517,80.0
1518,80.0
1519,150.0
1520,150.0
1521,150.0
1522,150.0
1523,150.0
1524,150.0
1525,150.0
1526,150.0
1527,150.0
1528,150.0
1529,150.0
1530,150.0
1531,150.0
1532,150.0
1533,80.0
1534,80.0
1535,80.0
1536,80.0
1537,80.0
1538,80.0
1539,80.0
1540,80.0
1541,80.0
1542,80.0
1543,150.0
1544,150.0
1545,150.0
1546,150.0
1547,150.0
1548,150.0
1549,150.0
1550,150.0
1551,150.0
1552,150.0
1553,150.0
1554,150.0
1555,150.0
1556,150.0
1557,80.0
1558,80.0
1559,80.0
1560,80.0
1561,80.0
1562,80.0
1563,80.0
1564,80.0
1565,80.0
1566,80.0
1567,150.0
1568,150.0
1569,150.0
1570,150.0
1571,150.0
1572,150.0
1573,150.0
1574,150.0
1575,150.0
1576,150.0
1577,150.0
1578,150.0
1579,150.0
1580,150.0
1581,80.0
1582,80.0
1583,80.0
1584,80.0
1585,80.0
1586,80.0
1587,80.0
1588,80.0
1589,80.0
1590,80.0
1591,150.0
1592,150.0
1593,150.0
1594,150.0
1595,150.0
1596,150.0
1597,150.0
1598,150.0
1599,150.0
1600,150.0
1601,150.0
1602,150.0
1603,150.0
1604,150.0
1605,80.0
1606,80.0
1607,80.0
1608,80.0
1609,80.0
1610,80.0
1611,80.0
1612,80.0
1613,80.0
1614,80.0
1615,150.0
1616,150.0
1617,150.0
1618,150.0
1619,150.0
1620,150.0
1621,150.0
1622,150.0
1623,150.0
1624,150.0
1625,150.0
1626,150.0
1627,150.0
1628,150.0
1629,80.0
1630,80.0
1631,80.0
1632,80.0
1633,80.0
1634,80.0
1635,80.0
1636,80.0
1637,80.0
1638,80.0
1639,150.0
1640,150.0
1641,150.0
1642,150.0
1643,150.0
1644,150.0
1645,150.0
1646,150.0
1647,150.0
1648,150.0
1649,150.0
1650,150.0
1651,150.0
1652,150.0
1653,80.0
1654,80.0
1655,80.0
1656,80.0
1657,80.0
1658,80.0
1659,80.0
1660,80.0
1661,80.0
1662,80.0
1663,150.0
1664,150.0
1665,150.0
1666,150.0
1667,150.0
1668,150.0
1669,150.0
1670,150.0
1671,150.0
1672,150.0
1673,150.0
1674,150.0
1675,150.0
1676,150.0
1677,80.0
1678,80.0
1679,80.0
1680,80.0
1681,80.0
1682,80.0
1683,80.0
1684,80.0
1685,80.0
1686,80.0
1687,150.0
1688,150.0
1689,150.0
1690,150.0
1691,150.0
1692,150.0
1693,150.0
1694,150.0
1695,150.0
1696,150.0
1697,150.0
1698,150.0
1699,150.0
1700,150.0
1701,80.0
1702,80.0
1703,80.0
1704,80.0
1705,80.0
1706,80.0
1707,80.0
1708,80.0
1709,80.0
1710,80.0
1711,150.0
1712,150.0
1713,150.0
1714,150.0
1715,150.0
1716,150.0
1717,150.0
1718,150.0
1719,150.0
1720,150.0
1721,150.0
1722,150.0
1723,150.0
1724,150.0
1725,80.0
1726,80.0
1727,80.0
1728,80.0
1729,80.0
1730,80.0
1731,80.0
1732,80.0
1733,80.0
1734,80.0
1735,150.0
1736,150.0
1737,150.0
1738,150.0
1739,150.0
1740,150.0
1741,150.0
1742,150.0
1743,150.0
1744,150.0
1745,150.0
1746,150.0
1747,150.0
1748,150.0
1749,80.0
1750,80.0
1751,80.0
1752,80.0
1753,80.0
1754,80.0
1755,80.0
1756,80.0
1757,80.0
1758,80.0
1759,150.0
1760,150.0
1761,150.0
1762,150.0
1763,150.0
1764,150.0
1765,150.0
1766,150.0
1767,150.0
1768,150.0
1769,150.0
1770,150.0
1771,150.0
1772,150.0
1773,80.0
1774,80.0
1775,80.0
1776,80.0
1777,80.0
1778,80.0
1779,80.0
1780,80.0
1781,80.0
1782,80.0
1783,150.0
1784,150.0
1785,150.0
1786,150.0
1787,150.0
1788,150.0
1789,150.0
1790,150.0
1791,150.0
1792,150.0
1793,150.0
1794,150.0
1795,150.0
1796,150.0
1797,80.0
1798,80.0
1799,80.0
1800,80.0
1801,80.0
1802,80.0
1803,80.0
1804,80.0
1805,80.0
1806,80.0
1807,150.0
1808,150.0
1809,150.0
1810,150.0
1811,150.0
1812,150.0
1813,150.0
1814,150.0
1815,150.0
1816,150.0
1817,150.0
1818,150.0
1819,150.0
1820,150.0
1821,80.0
1822,80.0
1823,80.0
1824,80.0
1825,80.0
1826,80.0
1827,80.0
1828,80.0
1829,80.0
1830,80.0
1831,150.0
1832,150.0
1833,150.0
1834,150.0
1835,150.0
1836,150.0
1837,150.0
1838,150.0
1839,150.0
1840,150.0
1841,150.0
1842,150.0
1843,150.0
1844,150.0
1845,80.0
1846,80.0
1847,80.0
1848,80.0
1849,80.0
1850,80.0
1851,80.0
1852,80.0
1853,80.0
1854,80.0
1855,150.0
1856,150.0
1857,150.0
1858,150.0
1859,150.0
1860,150.0
1861,150.0
1862,150.0
1863,150.0
1864,150.0
1865,150.0
1866,150.0
1867,150.0
1868,150.0
1869,80.0
1870,80.0
1871,80.0
1872,80.0
1873,80.0
1874,80.0
1875,80.0
1876,80.0
1877,80.0
1878,80.0
1879,150.0
1880,150.0
1881,150.0
1882,150.0
1883,150.0
1884,150.0
1885,150.0
1886,150.0
1887,150.0
1888,150.0
1889,150.0
1890,150.0
1891,150.0
1892,150.0
1893,80.0
1894,80.0
1895,80.0
1896,80.0
1897,80.0
1898,80.0
1899,80.0
1900,80.0
1901,80.0
1902,80.0
1903,150.0
1904,150.0
1905,150.0
1906,150.0
1907,150.0
1908,150.0
1909,150.0
1910,150.0
1911,150.0
1912,150.0
1913,150.0
1914,150.0
1915,150.0
1916,150.0
1917,80.0
1918,80.0
1919,80.0
1920,80.0
1921,80.0
1922,80.0
1923,80.0
1924,80.0
1925,80.0
1926,80.0
1927,150.0
1928,150.0
1929,150.0
1930,150.0
1931,150.0
1932,150.0
1933,150.0
1934,150.0
1935,150.0
1936,150.0
1937,150.0
1938,150.0
1939,150.0
1940,150.0
1941,80.0
1942,80.0
1943,80.0
1944,80.0
1945,80.0
1946,80.0
1947,80.0
1948,80.0
1949,80.0
1950,80.0
1951,150.0
1952,150.0
1953,150.0
1954,150.0
1955,150.0
1956,150.0
1957,150.0
1958,150.0
1959,150.0
1960,150.0
1961,150.0
1962,150.0
1963,150.0
1964,150.0
1965,80.0
1966,80.0
1967,80.0
1968,80.0
1969,80.0
1970,80.0
1971,80.0
1972,80.0
1973,80.0
1974,80.0
1975,150.0
1976,150.0
1977,150.0
1978,150.0
1979,150.0
1980,150.0
1981,150.0
1982,150.0
1983,150.0
1984,150.0
1985,150.0
1986,150.0
1987,150.0
1988,150.0
1989,80.0
1990,80.0
1991,80.0
1992,80.0
1993,80.0
1994,80.0
1995,80.0
1996,80.0
1997,80.0
1998,80.0
1999,150.0
2000,150.0
2001,150.0
2002,150.0
2003,150.0
2004,150.0
2005,150.0
2006,150.0
2007,150.0
2008,150.0
2009,150.0
2010,150.0
2011,150.0
2012,150.0
2013,80.0
2014,80.0
2015,80.0
2016,80.0
2017,80.0
2018,80.0
2019,80.0
2020,80.0
2021,80.0
2022,80.0
2023,150.0
2024,150.0
2025,150.0
2026,150.0
2027,150.0
2028,150.0
2029,150.0
2030,150.0
2031,150.0
2032,150.0
2033,150.0
2034,150.0
2035,150.0
2036,150.0
2037,80.0
2038,80.0
2039,80.0
2040,80.0
2041,80.0
2042,80.0
2043,80.0
2044,80.0
2045,80.0
2046,80.0
2047,150.0
2048,150.0
2049,150.0
2050,150.0
2051,150.0
2052,150.0
2053,150.0
2054,150.0
2055,150.0
2056,150.0
2057,150.0
2058,150.0
2059,150.0
2060,150.0
2061,80.0
2062,80.0
2063,80.0
2064,80.0
2065,80.0
2066,80.0
2067,80.0
2068,80.0
2069,80.0
2070,80.0
2071,150.0
2072,150.0
2073,150.0
2074,150.0
2075,150.0
2076,150.0
2077,150.0
2078,150.0
2079,150.0
2080,150.0
2081,150.0
2082,150.0
2083,150.0
2084,150.0
2085,80.0
2086,80.0
2087,80.0
2088,80.0
2089,80.0
2090,80.0
2091,80.0
2092,80.0
2093,80.0
2094,80.0
2095,150.0
2096,150.0
2097,150.0
2098,150.0
2099,150.0
2100,150.0
2101,150.0
2102,150.0
2103,150.0
2104,150.0
2105,150.0
2106,150.0
2107,150.0
2108,150.0
2109,80.0
2110,80.0
2111,80.0
2112,80.0
2113,80.0
2114,80.0
2115,80.0
2116,80.0
2117,80.0
2118,80.0
2119,150.0
2120,150.0
2121,150.0
2122,150.0
2123,150.0
2124,150.0
2125,150.0
2126,150.0
2127,150.0
2128,150.0
2129,150.0
2130,150.0
2131,150.0
2132,150.0
2133,80.0
2134,80.0
2135,80.0
2136,80.0
2137,80.0
2138,80.0
2139,80.0
2140,80.0
